2022-04-24 15:19:34.453 INFO  [27083] [Server::run@539] Server listening on localhost:1234
2022-04-24 15:19:37.432 INFO  [27087] [SGXORAMService::init_enclave@179] Trying to initialize the enclave with id 0
2022-04-24 15:19:38.433 DEBUG [27087] [ocall_printf@41] [enclave] Initializing crypto manager

2022-04-24 15:19:38.434 DEBUG [27087] [ocall_printf@41] [enclave] Initializing the remote attestation context...
2022-04-24 15:19:38.440 INFO  [27087] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Creating a new ECC system...

2022-04-24 15:19:38.440 DEBUG [27087] [ocall_printf@41] [enclave] Key pair sampled! PK: 5ecdbad5a4d8132bb2e5e347e8a8f5fd8956971b9901b4e18070b120a5c485b9cc88887aaeb3207118479542a4ed188770f6af6b5588c0f544a22e0e4154b43a, SK: 335b2ff9e2c187958165bc9f387a4a4bed1be8fcc7407ae79701d0da5152d3ac
2022-04-24 15:19:38.443 INFO  [27177] [SGXORAMService::generate_session_key@212] Begin to generate DH key pair...
2022-04-24 15:19:38.443 DEBUG [27177] [SGXORAMService::generate_session_key@240] In server runner: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.443 DEBUG [27177] [ocall_printf@41] [enclave] Client public key: 2721a8a77125e6fb580da3267303eadae3d3aaeec90637d10bb58e26c1b4be834d18049d052e75b762ee7b147e6c412e427bdb9c302fa9828ac38c011141e560
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] Shared key computed: ba93fc496ec93dd081be98778b2f2548240481bf78ff09626bb57a7542fc00c4
2022-04-24 15:19:38.444 DEBUG [27177] [ocall_printf@41] [enclave] The session key is established! The key is c503ca2b7d7db68ce18c80c4531b0126
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::check_verification_message@570] The verification message is c4ee613908a6fd7e49d3328e11ef78693d45a6fed49ae14cbdf10a83e792cd1126
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] Decrypted message: Hello
2022-04-24 15:19:38.494 DEBUG [27087] [ocall_printf@41] [enclave] The verification message is correct!
2022-04-24 15:19:38.494 INFO  [27087] [SGXORAMService::check_verification_message@579] The server has successfully verified the secret data.
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@47] ORAM Configuration:
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@48]   way: 16
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@49]   number: 200000
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@50]   bucket_size: 32
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@51]   type: 2
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@52]   constant: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@53]   round: 1
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@54]   level: 5
2022-04-24 15:19:38.494 INFO  [27087] [print_oram_config@55]   oram_type: 1
2022-04-24 15:19:38.494 DEBUG [27087] [SGXORAMService::init_oram@487] The server has properly configured the ORAM.
2022-04-24 15:19:39.479 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 483ba44224be032c9b765f3f964e07d2265ae6c9b4d906f77ae10f8e41d5a29c
2022-04-24 15:19:39.487 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d767016c1b249270284585e26f52a3e8bc28e981dd81dde2fa705f52fbc37e64
2022-04-24 15:19:39.496 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7277108bbdf633b4be05d39757d2fbc09c421d639ad76c3f287656c6737cb224
2022-04-24 15:19:39.504 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9541138844b7f433d988936ea1dad5017fc609e6a3805277a6cbacd642ff0385
2022-04-24 15:19:39.512 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b81f7a31bc2b8b489b34d1ef9b1310023f9a70ac37f44db17256b8f40b1d147e
2022-04-24 15:19:39.520 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5b798363550b7f8c8f631e29a076e5f8c67e9862505cc20c3082c8f6c35b61c3
2022-04-24 15:19:39.529 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 96138209a79e57c6ec28fbe6b374e01689f07f49bc42a041784dcc6f6172e1a0
2022-04-24 15:19:39.538 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ca41bc1c51c6035b799184d2d60ca91f9e03458426211d7d7a10c806313f62cf
2022-04-24 15:19:39.545 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f483b27995155848440fdb6d32a7bd8790fbc83492b53dbf4a092c4521e0daef
2022-04-24 15:19:39.554 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 16ef9eff4dd2541920f9da23a071127d2d6d2531080b6b8f5f49fd23d7fd80e3
2022-04-24 15:19:39.562 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 81449886ed735f6a38aa90cda50952a699eff69e0b5994f4363a9a496547a847
2022-04-24 15:19:39.571 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a0b4957dc1c2ffa0796213173d2226cf6a7c05ac66ae2e275b3ce437c72f3989
2022-04-24 15:19:39.579 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9938cfeadce9fe07d309eb29a5a8cb827d56b8f1106787103663ecef9813be3f
2022-04-24 15:19:39.587 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8154b1f82a73d4625d77edb980d843441f9bca45dd268c4a9237e18ac1b47b67
2022-04-24 15:19:39.596 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7d95f2fdf3269e3d8c703c7b2ee1c00a263cfb92262285de445f5a7b56a6b975
2022-04-24 15:19:39.604 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1647f1745ba8b38ebf006cffd228bbe5defcc1f7ca1bd5ba4ebbf1dfedef9072
2022-04-24 15:19:39.614 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5db696561a455f453c1d07d86f8250f068e96a4ba0b24b2212d32e4fbf3afad0
2022-04-24 15:19:39.622 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8896201585c0b0251b250bddf14f4850f2af54cca001a3d4aa5991e80362c96a
2022-04-24 15:19:39.629 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e3e74496a6bf49ff6f4065a2fe6e35a9f6d0a0b2b0671dca79a095ae1b7687c3
2022-04-24 15:19:39.638 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 67970f1e755ba34042470d07270d72aa544b3b2ea8913a3f73be1c386c3acf59
2022-04-24 15:19:39.646 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a92c992801a8cfa1a4e02611a9bb4dcba2d8a76cc11eea6dbba5aecc431199f2
2022-04-24 15:19:39.654 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1955a38ca3be4e9036c09181a14ed6351ea181364b4424f6dce7150ddec6f0cd
2022-04-24 15:19:39.662 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 66585f4476f5bdfb712afc2df9f673b70edf902e9941abc85da41024244d008c
2022-04-24 15:19:39.671 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c720395a1949ca7860b3d0f1ceaeb92e0ce1b02bb52f3a64699c53ae69f1b60f
2022-04-24 15:19:39.679 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 00d3bc9accfb566bb46c091f0285fd839c0d966cc3bebc18b982d471eea1b1eb
2022-04-24 15:19:39.688 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4aba2ff3039c31abb09f6039ef2b14c583abc643a6f03c1662845d6a970c8ca6
2022-04-24 15:19:39.696 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f5dbadba9fbc44384cd3495bd2e22be2fe75a9097136787902b703914d14f267
2022-04-24 15:19:39.704 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 548b73d42a19db7784c87d9ab4978e9e9293ab7969fe157f138d95d0672fe7c0
2022-04-24 15:19:39.713 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 43a85309156c1e6b76ca85a203e8d94bc430599cf0e4a929aabcbcc2b1cbdb5f
2022-04-24 15:19:39.722 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b34e767997066e856eb8f765d6eb784bc7d9e6c6b956f9030e14043b7bec8973
2022-04-24 15:19:39.731 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d0fc132f662bbb348619935ac0dd5dc635af31f16568d920fa7280fc173bc3c0
2022-04-24 15:19:39.739 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 162a7362c513508d70a591c2ad7b3a24f09a8186a244eee8be999e1862b22f2b
2022-04-24 15:19:39.748 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8a5861de33230c781d576c5c71517334088b5734c4cfc3b4fa73a3b53480dd5e
2022-04-24 15:19:39.757 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 367cad4a6409cd5b0b41c446fcbbd0d3c01288d9b7ad5726bcff3452a0b5f4c7
2022-04-24 15:19:39.766 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e52d61447522b5c2e378c009e055453cc76169123e2da6aff8cee2a193ce1c26
2022-04-24 15:19:39.774 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a859982b9cd957e5ba24ecf6e7b8dab7e3c05d8f2db7ac514ed40ebbc4fbdb6b
2022-04-24 15:19:39.783 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 338113f5adbf0774dfbd9c28cb68d75a56148ce97ed6b64049d133f7b2097127
2022-04-24 15:19:39.792 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2ad86353ce6b39cfa216c57295c7bf0f5572d0ce391e9db9eebf352c1d0a6137
2022-04-24 15:19:39.800 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 99c43d68ce4bca2c9f35ef842020f671c33912e61a1a17fa07dc4d39440b8013
2022-04-24 15:19:39.809 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 202d2eb1291712c10e094277ce7ce046c85ca921adb23fbe0e747324b986f5fb
2022-04-24 15:19:39.817 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1ed316e27468574db412c558ff997c3e3cbf3ac6f3f006b18a0720f8f4a7a490
2022-04-24 15:19:39.826 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: f270623bc2afdd78d998f4b063ae654c3170c67957b86ae50eedbcf987ca3a60
2022-04-24 15:19:39.834 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0771e3bf540f4f8f42258a7dfae41813318bb1e33df9414b34bcd9b4af3bfb71
2022-04-24 15:19:39.843 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 35e365ec4451c3522a3bb609e99093a6837534851b1194eda3aa45b34b05ffd7
2022-04-24 15:19:39.851 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 400b1727287c1492ff718bf27071b820eb4c31f0d557459a09a75ea9bed68650
2022-04-24 15:19:39.860 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0c39efb75763788b401634c86fb8bfb3448f9cbe3fc1eb4cecc7eaccc66ed9c1
2022-04-24 15:19:39.869 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 552840e1682ccda42adc549565e78f7aa19fc27d26d9f64d6d96e99679da052b
2022-04-24 15:19:39.878 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: edac8c145b6e41fda78a1b1775e84d1c730b9bb9a09dbad94c35b541ab31351b
2022-04-24 15:19:39.886 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7b305bdb04700e5c9d244c3b35c3a98f2e4bcb9d67eb8ab53fc5b078374da53c
2022-04-24 15:19:39.895 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4fcf7dfd9934c4d4725ebb10427d51910e0773c56268e8dcccb8638d9b169263
2022-04-24 15:19:39.904 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a4a57f21cc14dd244027d341c0d58b19f6d57b1d1002f862961c51f2d2c062f0
2022-04-24 15:19:39.913 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 66f4f8fe742c7e74b241f8afe17e490869373bc39d44a685af96e0ea5ee11125
2022-04-24 15:19:39.921 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ac2aee67f40d385b22b877275113998ef7e471dbffe6fb7359d61eb6e86c572b
2022-04-24 15:19:39.929 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0b116828d72ab45af9081b27ca83d3c21471b7b1391544b736f29bd02c754b2b
2022-04-24 15:19:39.938 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c11394cbf9bfc2cbe9b550154a14405262e66ef163f7e5472ce301376c8ce47a
2022-04-24 15:19:39.947 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 90e8e643d585ff093bf348a4197c106fef34ed166c85f707970f1b174d9931bc
2022-04-24 15:19:39.956 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bbc59b38440a38e6dabc6626a2a408d561f08973508b35de4b51e4ad6aa1bb07
2022-04-24 15:19:39.964 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a157fb224ad34a9f143cc1efa6da168629f818161742d27f0ae44978d5fe1b3a
2022-04-24 15:19:39.972 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 78e4123f69e7a655b903502a5f642ddec0f2f5e070877bf24987d4d76d9aaf01
2022-04-24 15:19:39.981 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 36d03a506dbb3bf3c2dbf660ccbd854324959d042221435dc35a9019a221cf61
2022-04-24 15:19:39.989 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 43cf001c41436750a5f2dfd34b92be96b366e857477ad0732a05cd80ab87556d
2022-04-24 15:19:39.999 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 80ea38342e37414267d540c8f9763ce2ac1b68ae0363f33ec42161b764787923
2022-04-24 15:19:40.007 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fddefaf6c155549b774fbbf42ab63cdb2bb1ac657468701236d44d0bd66c72fb
2022-04-24 15:19:40.015 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 02dc6e4dca6de5c46cf5297638711f94c254dde8497f43f31dc6598cc4e1501a
2022-04-24 15:19:40.024 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 4ddc8abcbea45e44a2726295b7b6a78218fdaef0a0a2dc9a2c1fb9a04adbaf15
2022-04-24 15:19:40.033 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e933e1a13031e57e5f3616a9793b50041dbcdec2907f6d6116e3fb7be6246427
2022-04-24 15:19:40.042 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d5fea6e8f47e9f6db3c7ffdee280f855c00392fdfd1ae2ade12bb92f572775cb
2022-04-24 15:19:40.050 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b1055e0f7817b06b81ff45cd8684be0a6374dda14ddaafc5bc008e9862c4a4f1
2022-04-24 15:19:40.059 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: efc61d1a5d0f0cfab0c32a1376a05eb708738ad1239de4debf9509f425bad1e2
2022-04-24 15:19:40.068 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: efad92539863b499a9b7110031a58fc419c4e171756355aa975f2cb47e93549d
2022-04-24 15:19:40.077 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a2d15e7f216ea7705d48b5ff2f2608050ca152f7b7a9ec30da6c37d951b649c0
2022-04-24 15:19:40.085 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cd8ba4d49300f7870f72fc5567f087ac27e33092b6f8ced4f14b6892f1a2925f
2022-04-24 15:19:40.094 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a90821c1c7d4015fc68efeacb72d804449f87ae7d49673b72e2a213804444464
2022-04-24 15:19:40.103 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 37bb775fdcecd3db7cb709f90d7b2c6326a97778141cbf8035e2d95054502416
2022-04-24 15:19:40.112 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b76a379c0989c7fccc9d4a4e70d992c94ef378b974faa148661f5853d792618b
2022-04-24 15:19:40.120 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: cb6255dfa86d141ab3805fb23bf3fc1650cdc26470c5121b4d5a280d87e458b9
2022-04-24 15:19:40.129 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 63487f39c1fc523bac11afa2660a8f1123663bf21ab63becf821d6b3f834ec9d
2022-04-24 15:19:40.137 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 26eaeeb41ffc9eea3afe8c8d598031a26450c0ffb056baf208cbe026f0221dfb
2022-04-24 15:19:40.146 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c588f7511c9b53fe2ec7cf37681b332ec94064e907203509b7beaa190c5879f9
2022-04-24 15:19:40.154 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8338c1d6ebbca3d12c07c0b5549b84bfb4ac86f3faa67a49c98f80ed39a1c2bc
2022-04-24 15:19:40.163 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 5564472d2817ef168365e761dcfe59d3346da2420194738ac83378e2f2360c93
2022-04-24 15:19:40.172 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a693d5da73da787aee7f3375a18f468332eab497f594dccabf1e5814d477a07b
2022-04-24 15:19:40.180 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 13745db467092e70214e3cf34402a43f9080d0d13f5343da7b920a5dc61c1b2a
2022-04-24 15:19:40.190 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 479c533c42fcefc734f87b32e2ebc1fc738018e5e192973238859f8552c81c57
2022-04-24 15:19:40.199 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c3df8b635df57d357230e24d425ff19907a1c7c336800eed6a568a85dca9f15c
2022-04-24 15:19:40.207 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c528a9587f9ccf10fbee8e59c86cdd8ef0be7dfc8cd449e621f115d33fab7ba7
2022-04-24 15:19:40.216 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ed904f1fb4df090a69e58476cbd9929898a6ff0507639f0e87472cc05eae46de
2022-04-24 15:19:40.224 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 93fbf2cb5944ff2da32c9f9c3de0c969142643bd34628f3d0001b0743fd5476c
2022-04-24 15:19:40.233 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7068ea7fb5c9db469db527762a5b912d15f3c014961a456c5821ee4ab2ffe3f1
2022-04-24 15:19:40.242 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 23ae2166dec9e5573654c26bb80fe880a0b89af092270af54ca0f0ce67db9b78
2022-04-24 15:19:40.250 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 36799cdc45c6a0baab44d44cc12e1658314933d7cd0b7e8542ba41f354e2fccd
2022-04-24 15:19:40.259 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 39a08ac62a8e0de40fc99ca7930927686676c8625f6e750efd6166327a0b5d23
2022-04-24 15:19:40.267 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 19368384069d2572a6d2781cb9e59dcd9b37ebc1d9299960134f718d07a0ec21
2022-04-24 15:19:40.277 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 19d824097748755d65cf61771d9dcdc823a11806e56f849ce2d3eeffea19887c
2022-04-24 15:19:40.285 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 51577662b8288ac7443b6f8e1a8c951bf856a3ff377911d986b4e22ebac157f9
2022-04-24 15:19:40.293 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: fc430dcec5a1b8ab8f25ae001a0d6720a411ca739d69d59cb1bf7673dbf8d61c
2022-04-24 15:19:40.302 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c8131bab4c0bafcef99e683cc4133632a8609d8482be1054c05ade5f046b455b
2022-04-24 15:19:40.310 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 7106eeb5b2ac6294f352d63dc1f1cfc13f7b07a5e3025d6bc6a019ddc456d3e9
2022-04-24 15:19:40.320 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 125b8edf8233a3afd651741d829c8afd99b995935fec9a0a8b6aed298f1676dd
2022-04-24 15:19:40.329 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ea794dbce4f5ff36e98348608c8dc9d86b2e2711f3b09e7838450569d1bf4b1f
2022-04-24 15:19:40.338 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b3ac4dc42d86759922d1449c754c388cbdfe111d8fda28b7982f1f5ddaeb87b7
2022-04-24 15:19:40.346 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 25e36d8990296ea3de362d605a79d08ac900fd0e3882d37e35ccac0c6ca2609c
2022-04-24 15:19:40.355 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 14e4dcf56cfa95f845fb627a69d39c81463b7b43171c3a2a0d81398956eee81f
2022-04-24 15:19:40.364 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6b56bc2ee9b26c24ee83b5d06c600d299f566147f88e8b14a8bddb07674f371f
2022-04-24 15:19:40.372 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ca924e4995f02f41200f8fa740691e769ba3a0100749c6ed7d3d6d6cb34be003
2022-04-24 15:19:40.381 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 2ef6b9e04099c085a8f0f05a341d7a7e370c96a141becbe6dd713a54fb798cac
2022-04-24 15:19:40.390 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 216b83aa788c79d048bc796ace887c18ce9d41f176a7fd776332ea9a3ad54343
2022-04-24 15:19:40.398 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 41f409418f5663f3f9b0152c9c5ef43f48bf2a4b4a35b502f3430cccf72bca86
2022-04-24 15:19:40.407 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 1dc658bd7166e90d525a7d1173d75d55c5aadf3ad39c7b2ffa8d8f2a000724e0
2022-04-24 15:19:40.415 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b9340b9375ebcde251c0e35d02259561d14501c7c8ddba93dba226922a346ad7
2022-04-24 15:19:40.424 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 8264503e8e59bc2c04f252da796131d6a7eb93687c99ea7d042f272e12f18b5a
2022-04-24 15:19:40.432 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 0ec7a1d4b45cb3ffa5d09e6aa8f38b241f18272d378753bc1bf51a15d579d2f2
2022-04-24 15:19:40.441 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: ffb1c27af03223809817275cdb09d49847095beab9542740745fd615c6de5414
2022-04-24 15:19:40.449 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 287514b595b4b54a631a22087d00761232edb8829a8fea5655cc7aa4685184aa
2022-04-24 15:19:40.457 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e5c9e07b7333b15da1af589fb91dae5d3c884046b243ec9c049496fd3618c1db
2022-04-24 15:19:40.466 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a4df67006238d1cb2e70e9cd67294f2c0ec867bbf9e1d1ba492c134aeff692ef
2022-04-24 15:19:40.475 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: b7ca8749c3269a45eab023c9a51708542a2b2e48ce14fa4c630695d4fe56d467
2022-04-24 15:19:40.483 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: da14c891741b168f383dbea913d2a93119734b997b6ab434842db7f6b01ee889
2022-04-24 15:19:40.492 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 6b97c7be92b9dbc2dc983541bfa33c56e47a02a79b4b6c7bdb9c8764af0fffa2
2022-04-24 15:19:40.500 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 006103447b141b10962394605cc563bb9b93e5266efc2bb7adf9bd2f3db8ee73
2022-04-24 15:19:40.509 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9f7e1c40e82dcb49a74a4baf2884e0501fd12f0f2fcdc5d2a4688a3e06bb4381
2022-04-24 15:19:40.518 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 574386b546a5309dae9de8a301d9728ceda82cc5e1480be3b2df4580298b2dca
2022-04-24 15:19:40.527 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 3467ed811655456a626d2ea89d3df5386d268cc79fceb30a21c01a02bf606f5f
2022-04-24 15:19:40.535 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 9b25224223a851c3d465516aad9e164ec60e7f71e508580b36a5cbcd4b794feb
2022-04-24 15:19:40.544 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 618b726416d01b14bf9d48f7a280e76c0c91d5a02a8342271873245ac1bce770
2022-04-24 15:19:40.553 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 671b84e553031ebdf459228afc27b1fb7560b1092bf39dede0667ffde2bc8d9d
2022-04-24 15:19:40.561 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 14dde40c04735627af26495ba8511f9c5e4ee5663d754cf2a0bd1486d6cc547d
2022-04-24 15:19:40.570 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: 17cda4ecf2d197e52b2ecdd7a709537159d70f45325389ad5d5b12aa2bc64a49
2022-04-24 15:19:40.578 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a1c09867e5d4df1f913083c5c6c96d0bb4bdf13626c00de463bf17f8d3ff8428
2022-04-24 15:19:40.586 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: a43e74504723a00bc48ef49013aeb212df761aa78a0a1fb811cf7141425925b3
2022-04-24 15:19:40.595 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bf00768262e7c07e5bd46f253b245b5ff3d4e7268b3ed8670aac5ed9cd83d4c3
2022-04-24 15:19:40.603 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: c0178fa9210200891f715102005c07258d758b27d62ae40cd8fbc62fa64e72fa
2022-04-24 15:19:40.611 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: bba855249cacb1e4bf6334a568485b201307fa094346b99637f6910919c2fb77
2022-04-24 15:19:40.619 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: d7ee882bb2d76ef9dfd0a1c1d369188e0e4a23e7eb99543405a3c7c9bd70885b
2022-04-24 15:19:40.627 DEBUG [27087] [ocall_write_slot@33] The fingerprint for the slot is: e9f6df695404606e9e8c9f877eb623d3e0de2f8ac603d58927ad81cecdc72ce4
